RES_ID,RESPONSE,LABEL,DATA_TYPE,DATA_GROUP,BACK_TRANSLATED_RESPONSE,CLEAN_RESPONSE,CORRECTED_RESPONSE,NORMALIZE_RESPONSE
TSA650,mereka akan susah menemukan tempat untuk berteduh di negeara lain,1,TEST,A,Mereka akan merasa sulit untuk menemukan tempat untuk berlindung di negara lain,mereka akan merasa sulit untuk menemukan tempat untuk berlindung di negara lain,mereka akan merasa sulit untuk menemukan tempat untuk berlindung di negara lain,mereka akan merasa sulit untuk menemukan tempat untuk berlindung di negara lain
TSA651,"salah satu tantangan yang akan mereka hadapi ketika mereka pindah ke tempat baru adalah mereka harus bisa beradaptasi kembali dengan lingkungan mereka yang baru ,entah beradaptasi dengan linkungan atau dengan sosial .",1,TEST,A,"Salah satu tantangan yang akan mereka hadapi ketika mereka pindah ke tempat baru adalah bahwa mereka harus dapat beradaptasi dengan lingkungan baru mereka, baik beradaptasi dengan lingkungan atau secara sosial.",salah satu tantangan yang akan mereka hadapi ketika mereka pindah ke tempat baru adalah bahwa mereka harus dapat beradaptasi dengan lingkungan baru mereka baik beradaptasi dengan lingkungan atau secara sosial,salah satu tantangan yang akan mereka hadap ketika mereka pindah ke tempat baru adalah bahwa mereka harus dapat beradaptasi dengan lingkungan baru mereka baik beradaptasi dengan lingkungan atau secara sosial,salah satu tantangan yang akan mereka hadap ketika mereka pindah ke tempat baru adalah bahwa mereka harus dapat beradaptasi dengan lingkungan baru mereka baik beradaptasi dengan lingkungan atau secara sosial
TSA652,Mareka akan menyesuaikan diri dengan lingkugan.,1,TEST,A,Mereka akan menyesuaikan diri dengan lingkungan.,mereka akan menyesuaikan diri dengan lingkungan,mereka akan menyesuaikan diri dengan lingkungan,mereka akan menyesuaikan diri dengan lingkungan
TSA653,adaptasi dengan lingkungan baru,1,TEST,A,Adaptasi dengan lingkungan baru,adaptasi dengan lingkungan baru,adaptasi dengan lingkungan baru,adaptasi dengan lingkungan baru
TSA654,"mereka akan merasa sedih karena harus kehilangan tempat tinggal mereka dan mereka harus bisa merintis usaha mereka sendiri atau bekerja dengan orang lain, yang menjadi hal sulit lainnya bila mereka tidak bisa beradap tasi dengan lingkungan baru mereka mereka akan menjadi sampah masyarakat",1,TEST,A,"Mereka akan merasa sedih karena mereka harus kehilangan rumah mereka dan mereka harus dapat memulai bisnis mereka sendiri atau bekerja dengan orang lain, yang menjadi hal -hal sulit lainnya jika mereka tidak dapat meruncing dengan lingkungan baru mereka, mereka akan menjadi tempat sampah masyarakat",mereka akan merasa sedih karena mereka harus kehilangan rumah mereka dan mereka harus dapat memulai bisnis mereka sendiri atau bekerja dengan orang lain yang menjadi hal hal sulit lainnya jika mereka tidak dapat meruncing dengan lingkungan baru mereka mereka akan menjadi tempat sampah masyarakat,mereka akan merasa sedih karena mereka harus kehilangan rumah mereka dan mereka harus dapat memulai bisnis mereka sendiri atau bekerja dengan orang lain yang menjadi hal hal sulit airnya jika mereka tidak dapat meruncing dengan lingkungan baru mereka mereka akan menjadi tempat sampah masyarakat,mereka akan merasa sedih karena mereka harus kehilangan rumah mereka dan mereka harus dapat memulai bisnis mereka sendiri atau bekerja dengan orang lain yang menjadi hal hal sulit airnya jika mereka tidak dapat meruncing dengan lingkungan baru mereka mereka akan menjadi tempat sampah masyarakat
TSA655,terpaksa meninggalkan komunitas atau negaranya,0,TEST,A,dipaksa meninggalkan komunitas atau negara,dipaksa meninggalkan komunitas atau negara,paksa meninggalkan komunitas atau negara,paksa meninggalkan komunitas atau negara
TSA656,mereka akan lebih parah mengadapi lebih parah baya lingkungan .,0,TEST,A,Mereka akan lebih parah untuk menangani lebih banyak lingkungan paruh baya.,mereka akan lebih parah untuk menangani lebih banyak lingkungan paruh baya,mereka akan lebih parah untuk menangani lebih banyak lingkungan paruh baya,mereka akan lebih parah untuk menangani lebih banyak lingkungan paruh baya
TSA657,"Para pengungsi iklim akan berpindah ke tempat yang masih tidak jelas keberadaannya, ditambah lagi kebutuhan primer yang belum terjamin pemenuhannya seperti pangan, sandang, dan perumahan yang layak, sehingga tidak dipastikan kebutuhan pengungsi iklim terpenuhi secara merata.",1,TEST,A,"Pengungsi iklim akan pindah ke tempat -tempat yang masih belum jelas, ditambah kebutuhan utama yang belum dijamin akan dipenuhi seperti makanan, pakaian, dan perumahan yang sesuai, sehingga kebutuhan pengungsi iklim tidak adil.",pengungsi iklim akan pindah ke tempat tempat yang masih belum jelas ditambah kebutuhan utama yang belum dijamin akan dipenuhi seperti makanan pakaian dan perumahan yang sesuai sehingga kebutuhan pengungsi iklim tidak adil,pengungsi iklim akan pindah ke tempat tempat yang masih belum jelas ditambak kebutuhan utama yang belum vitamin akan dibenahi seperti makanan pakaian dan perumahan yang sesuai sehingga kebutuhan pengungsi iklim tidak adil,pengungsi iklim akan pindah ke tempat tempat yang masih belum jelas ditambak kebutuhan utama yang belum vitamin akan dibenahi seperti makanan pakaian dan perumahan yang sesuai sehingga kebutuhan pengungsi iklim tidak adil
TSA658,Mereka harus meninggalkan kota atau bangsa kelahiran mereka.,1,TEST,A,Mereka harus meninggalkan kota atau bangsa kelahiran mereka.,mereka harus meninggalkan kota atau bangsa kelahiran mereka,mereka harus meninggalkan kota atau bangsa kelahiran mereka,mereka harus meninggalkan kota atau bangsa kelahiran mereka
TSA659,ya. karena di tempat yang baru mereka tempati belum tentu nyaman dan ada fasilitas ya kurang atau tidak memadai.,1,TEST,A,Ya. Karena di tempat yang hanya mereka tempati tidak selalu nyaman dan ada fasilitas yang kurang atau tidak memadai.,ya karena di tempat yang hanya mereka tempati tidak selalu nyaman dan ada fasilitas yang kurang atau tidak memadai,ya karena di tempat yang hanya mereka tempat tidak selalu nyaman dan ada fasilitas yang kurang atau tidak memadai,ya karena di tempat yang hanya mereka tempat tidak selalu nyaman dan ada fasilitas yang kurang atau tidak memadai
TSA660,"lingkungan dari tempat yang baru tentu saja berbeda dari tempat mereka yang lama, belum lagi komunitas yang terdapat di tempat yang baru belum tentu menerima mereka sehingga beradaptasi menjadi lebih sulit bagi mereka.",1,TEST,A,"Lingkungan dari tempat baru tentu saja berbeda dari tempat lama mereka, belum lagi komunitas di tempat -tempat baru tidak harus menerimanya sehingga beradaptasi menjadi lebih sulit bagi mereka.",lingkungan dari tempat baru tentu saja berbeda dari tempat lama mereka belum lagi komunitas di tempat tempat baru tidak harus menerimanya sehingga beradaptasi menjadi lebih sulit bagi mereka,lingkungan dari tempat baru tentu saja berbeda dari tempat lama mereka belum lagi komunitas di tempat tempat baru tidak harus menerimanya sehingga beradaptasi menjadi lebih sulit bagi mereka,lingkungan dari tempat baru tentu saja berbeda dari tempat lama mereka belum lagi komunitas di tempat tempat baru tidak harus menerimanya sehingga beradaptasi menjadi lebih sulit bagi mereka
TSA661,mereka akan kehilangan harta dan lahan,1,TEST,A,Mereka akan kehilangan properti dan tanah,mereka akan kehilangan properti dan tanah,mereka akan kehilangan properti dan tanah,mereka akan kehilangan properti dan tanah
TSA662,Tantangan mereka adalah ketika pindah ketempat tinggal yang baru harus lebih giat untuk menjaga lingkungan agar tempat tinggal yang baru tidak sama seperti tempat tinggal yang lama,1,TEST,A,"Tantangan mereka adalah bahwa ketika pindah ke tempat tinggal baru, itu harus lebih aktif dalam melindungi lingkungan sehingga tempat baru untuk hidup tidak sama dengan tempat tinggal lama",tantangan mereka adalah bahwa ketika pindah ke tempat tinggal baru itu harus lebih aktif dalam melindungi lingkungan sehingga tempat baru untuk hidup tidak sama dengan tempat tinggal lama,tantangan mereka adalah bahwa ketika pindah ke tempat tinggal baru itu harus lebih aktif dalam melindungi lingkungan sehingga tempat baru untuk hidup tidak sama dengan tempat tinggal lama,tantangan mereka adalah bahwa ketika pindah ke tempat tinggal baru itu harus lebih aktif dalam melindungi lingkungan sehingga tempat baru untuk hidup tidak sama dengan tempat tinggal lama
TSA663,setelah mereka pindah tempat dan mereka tidak merasa nyaman,1,TEST,A,Setelah mereka pindah tempat dan mereka tidak merasa nyaman,setelah mereka pindah tempat dan mereka tidak merasa nyaman,setelah mereka pindah tempat dan mereka tidak merasa nyaman,setelah mereka pindah tempat dan mereka tidak merasa nyaman
TSA664,mereka harus bisa beradaptasi dengan lingkungan baru nya dan membiasakan dengan lingkungan tersebut,1,TEST,A,Mereka harus dapat beradaptasi dengan lingkungan baru mereka dan terbiasa dengan lingkungan,mereka harus dapat beradaptasi dengan lingkungan baru mereka dan terbiasa dengan lingkungan,mereka harus dapat beradaptasi dengan lingkungan baru mereka dan terbiasa dengan lingkungan,mereka harus dapat beradaptasi dengan lingkungan baru mereka dan terbiasa dengan lingkungan
TSA665,kita lebih baik mencari tempat tinggal yang di dataran tinggi atau di daerah pegunungan biar kita tidak mendapatkan kebanjiran atau longsor,1,TEST,A,Sebaiknya kami menemukan tempat untuk tinggal di dataran tinggi atau di daerah pegunungan sehingga kami tidak banjir atau tanah longsor,sebaiknya kami menemukan tempat untuk tinggal di dataran tinggi atau di daerah pegunungan sehingga kami tidak banjir atau tanah longsor,sebaiknya kami menemukan tempat untuk tinggal di dataran tinggi atau di daerah pegunungan sehingga kami tidak banjir atau tanah longsor,sebaiknya kami menemukan tempat untuk tinggal di dataran tinggi atau di daerah pegunungan sehingga kami tidak banjir atau tanah longsor
TSA666,Beradaptasi terhadap lingkkungan baru.,1,TEST,A,Beradaptasi dengan lingkungan baru.,beradaptasi dengan lingkungan baru,beradaptasi dengan lingkungan baru,beradaptasi dengan lingkungan baru
TSA667,Pekerjaan dan tempat tinggal,1,TEST,A,Bekerja dan tinggal,bekerja dan tinggal,bekerja dan tinggal,bekerja dan tinggal
TSA668,"travina tidak dapat diselamatkan sehingga investasi ini hanya akan berdampak sesaat,dan mereka akan kehilangan sebagian besar lahan pertaniannya.",0,TEST,A,"Travina tidak dapat diselamatkan sehingga investasi ini hanya akan memiliki dampak sesaat, dan mereka akan kehilangan sebagian besar lahan pertanian mereka.",travina tidak dapat diselamatkan sehingga investasi ini hanya akan memiliki dampak sesaat dan mereka akan kehilangan sebagian besar lahan pertanian mereka,trivia tidak dapat diselamatkan sehingga investasi ini hanya akan memiliki dampak sesaat dan mereka akan kehilangan sebagian besar lahan pertanian mereka,trivia tidak dapat diselamatkan sehingga investasi ini hanya akan memiliki dampak sesaat dan mereka akan kehilangan sebagian besar lahan pertanian mereka
TSA669,Mereka harus menyusaikan diri lagi pada lingkungan barunya dan memperhatikan lagi peraturan peraturan baru .,1,TEST,A,Mereka harus menyesuaikan kembali dengan lingkungan baru mereka dan memperhatikan peraturan baru.,mereka harus menyesuaikan kembali dengan lingkungan baru mereka dan memperhatikan peraturan baru,mereka harus menyesuaikan kembali dengan lingkungan baru mereka dan memperhatikan peraturan baru,mereka harus menyesuaikan kembali dengan lingkungan baru mereka dan memperhatikan peraturan baru
TSA670,Pengungsi-pengungsi iklim mungkin tidak mendapatkan perlakuan dari orang lain yang buruk dan kebutuhan mereka mungkin tidak akan terpenuhi semuanya yang akan membuat kondisi mereka menjadi buruk.,1,TEST,A,Pengungsi iklim mungkin tidak mendapatkan perawatan dari orang jahat lain dan kebutuhan mereka mungkin tidak dipenuhi semuanya akan membuat kondisinya buruk.,pengungsi iklim mungkin tidak mendapatkan perawatan dari orang jahat lain dan kebutuhan mereka mungkin tidak dipenuhi semuanya akan membuat kondisinya buruk,pengungsi iklim mungkin tidak mendapatkan perawatan dari orang jahat lain dan kebutuhan mereka mungkin tidak dibenahi semuanya akan membuat kondisinya buruk,pengungsi iklim mungkin tidak mendapatkan perawatan dari orang jahat lain dan kebutuhan mereka mungkin tidak dibenahi semuanya akan membuat kondisinya buruk
TSA671,Mereka harus beradabtasi dengan lingkungan baru mereka. Dan jika mereka pindah ke negara lainnya akan ada keterbatasan bahasa selain itu belum tentu mereka semua mendapatkan tempat tinggal di wilayah yang menjadi tujuan pengungsian. Mereka harus bisa menyesuaikan diri dengan masyarakat sekitar dan tidak semua masyarakat bisa menerima mereka dengan baik.,1,TEST,A,"Mereka harus beradab dengan lingkungan baru mereka. Dan jika mereka pindah ke negara lain akan ada batasan bahasa selain itu, mereka tidak harus semua mendapatkan tempat untuk tinggal di bidang perlindungan. Mereka harus dapat menyesuaikan diri dengan komunitas sekitarnya dan tidak semua orang dapat menerimanya dengan baik.",mereka harus beradab dengan lingkungan baru mereka dan jika mereka pindah ke negara lain akan ada batasan bahasa selain itu mereka tidak harus semua mendapatkan tempat untuk tinggal di bidang perlindungan mereka harus dapat menyesuaikan diri dengan komunitas sekitarnya dan tidak semua orang dapat menerimanya dengan baik,mereka harus beradab dengan lingkungan baru mereka dan jika mereka pindah ke negara lain akan ada batasan bahasa selain itu mereka tidak harus semua mendapatkan tempat untuk tinggal di bidang perlindungan mereka harus dapat menyesuaikan diri dengan komunitas sekiranya dan tidak semua orang dapat menerimanya dengan baik,mereka harus beradab dengan lingkungan baru mereka dan jika mereka pindah ke negara lain akan ada batasan bahasa selain itu mereka tidak harus semua mendapatkan tempat untuk tinggal di bidang perlindungan mereka harus dapat menyesuaikan diri dengan komunitas sekiranya dan tidak semua orang dapat menerimanya dengan baik
TSA672,"tantangannya mungkin seperti hujan deras, tanah longsor",0,TEST,A,"Tantangannya mungkin seperti hujan lebat, tanah longsor",tantangannya mungkin seperti hujan lebat tanah longsor,tantangannya mungkin seperti hujan lebat tanah longsor,tantangannya mungkin seperti hujan lebat tanah longsor
TSA673,"menyesuaikan diri terhadap lingkungan baru,dan mencari lahan pekerjaan baru yg sesuai",1,TEST,A,"menyesuaikan diri dengan lingkungan baru, dan mencari lahan kerja baru yang sesuai",menyesuaikan diri dengan lingkungan baru dan mencari lahan kerja baru yang sesuai,menyesuaikan diri dengan lingkungan baru dan mencari lahan kerja baru yang sesuai,menyesuaikan diri dengan lingkungan baru dan mencari lahan kerja baru yang sesuai
TSA674,harus menyesuaikan diri dengan iklim yang baru,1,TEST,A,Harus menyesuaikan dengan iklim baru,harus menyesuaikan dengan iklim baru,harus menyesuaikan dengan iklim baru,harus menyesuaikan dengan iklim baru
TSA675,"mereka akan menyesuaikan diri dengan lingkungan barunya, jika mereka dapat menyesuaikan diri dengan baik maka akan berdampak baik juga bagi mereka. jika mereka tidak dapat menyesuaikan dengan baik maka mereka akan mengalami depresi tersendiri.",1,TEST,A,"Mereka akan menyesuaikan diri dengan lingkungan baru mereka, jika mereka dapat menyesuaikan dengan baik itu juga akan memiliki dampak yang baik pada mereka. Jika mereka tidak dapat menyesuaikan diri dengan baik, mereka akan mengalami depresi sendiri.",mereka akan menyesuaikan diri dengan lingkungan baru mereka jika mereka dapat menyesuaikan dengan baik itu juga akan memiliki dampak yang baik pada mereka jika mereka tidak dapat menyesuaikan diri dengan baik mereka akan mengalami depresi sendiri,mereka akan menyesuaikan diri dengan lingkungan baru mereka jika mereka dapat menyesuaikan dengan baik itu juga akan memiliki dampak yang baik pada mereka jika mereka tidak dapat menyesuaikan diri dengan baik mereka akan mengalami depresi sendiri,mereka akan menyesuaikan diri dengan lingkungan baru mereka jika mereka dapat menyesuaikan dengan baik itu juga akan memiliki dampak yang baik pada mereka jika mereka tidak dapat menyesuaikan diri dengan baik mereka akan mengalami depresi sendiri
TSA676,mereka banyak kehilangan harta benda bereka seperti ladang pertanian hewan hewan ternak dll.,1,TEST,A,Mereka kehilangan banyak properti seperti bidang pertanian hewan ternak dll.,mereka kehilangan banyak properti seperti bidang pertanian hewan ternak dll,mereka kehilangan banyak properti seperti bidang pertanian hewan ternak dll,mereka kehilangan banyak properti seperti bidang pertanian hewan ternak dll
TSA677,para pengungsi iklim di travina akan mendapatkan tantang seperti kekurangan bahan pangan dan sebagainya,1,TEST,A,Pengungsi iklim di Travina akan mendapatkan tantangan seperti kekurangan makanan dan sebagainya,pengungsi iklim di travina akan mendapatkan tantangan seperti kekurangan makanan dan sebagainya,pengungsi iklim di trivia akan mendapatkan tantangan seperti kekurangan makanan dan sebagainya,pengungsi iklim di trivia akan mendapatkan tantangan seperti kekurangan makanan dan sebagainya
TSA678,yaitu mereka harus rela meninggalkan tempat dimana mereka tinggal untukk menghindari bencana,0,TEST,A,Itulah mereka harus bersedia meninggalkan tempat di mana mereka tinggal untuk menghindari bencana,itulah mereka harus bersedia meninggalkan tempat di mana mereka tinggal untuk menghindari bencana,itulah mereka harus bersedia meninggalkan tempat di mana mereka tinggal untuk menghindari bencana,itulah mereka harus bersedia meninggalkan tempat di mana mereka tinggal untuk menghindari bencana
TSA679,para penduduk tersebut akan kesusahan mencari lapangan kerja dan susah beradaptasi jika lingkungan yang ditempati berbeda dengan lingkungan sebelumnya,1,TEST,A,Penduduk akan sulit untuk menemukan pekerjaan dan sulit untuk beradaptasi jika lingkungan yang ditempati berbeda dari lingkungan sebelumnya,penduduk akan sulit untuk menemukan pekerjaan dan sulit untuk beradaptasi jika lingkungan yang ditempati berbeda dari lingkungan sebelumnya,penduduk akan sulit untuk menemukan pekerjaan dan sulit untuk beradaptasi jika lingkungan yang ditempati berbeda dari lingkungan sebetulnya,penduduk akan sulit untuk menemukan pekerjaan dan sulit untuk beradaptasi jika lingkungan yang ditempati berbeda dari lingkungan sebetulnya
TSA680,"mereka akan merasakan bedanya tempat yang baru dan tempat yang lama dan bukan hanya itu mereka akan mudah terserang penyakit,terutama dalam bahan pokok sehari-sehari mereka akan membutuhkan itu",1,TEST,A,"Mereka akan merasakan perbedaan antara tempat baru dan tempat yang panjang dan tidak hanya bahwa mereka akan rentan terhadap penyakit, terutama dalam staples sehari -hari mereka akan membutuhkannya",mereka akan merasakan perbedaan antara tempat baru dan tempat yang panjang dan tidak hanya bahwa mereka akan rentan terhadap penyakit terutama dalam staples sehari hari mereka akan membutuhkannya,mereka akan merasakan perbedaan antara tempat baru dan tempat yang panjang dan tidak hanya bahwa mereka akan rentan terhadap penyakit terutama dalam staples sehari hari mereka akan membutuhkannya,mereka akan merasakan perbedaan antara tempat baru dan tempat yang panjang dan tidak hanya bahwa mereka akan rentan terhadap penyakit terutama dalam staples sehari hari mereka akan membutuhkannya
TSA681,tidak dihiraukan dan diusir begitu saja,1,TEST,A,diabaikan dan dikeluarkan,diabaikan dan dikeluarkan,diabaikan dan dikeluarkan,diabaikan dan dikeluarkan
TSA682,salah satunya adalah behubungan dengan mata pencaharian mereka sebelumnya.,1,TEST,A,Salah satunya terkait dengan mata pencaharian mereka sebelumnya.,salah satunya terkait dengan mata pencaharian mereka sebelumnya,salah satunya terkait dengan mata pencaharian mereka sebetulnya,salah satunya terkait dengan mata pencaharian mereka sebetulnya
TSA683,"tantangannya adalah mereka akan kehilangan beberapa barang-barang milik mereka,selain itu juga mereka juga akan mersakan tempat baru tersebut tidak senyaman tempat mereka sebelumnya.",1,TEST,A,"Tantangannya adalah bahwa mereka akan kehilangan beberapa barang mereka, selain itu mereka juga akan merasakan tempat baru yang tidak senyaman tempat mereka sebelumnya.",tantangannya adalah bahwa mereka akan kehilangan beberapa barang mereka selain itu mereka juga akan merasakan tempat baru yang tidak senyaman tempat mereka sebelumnya,tantangannya adalah bahwa mereka akan kehilangan beberapa barang mereka selain itu mereka juga akan merasakan tempat baru yang tidak senyuman tempat mereka sebetulnya,tantangannya adalah bahwa mereka akan kehilangan beberapa barang mereka selain itu mereka juga akan merasakan tempat baru yang tidak senyuman tempat mereka sebetulnya
TSA684,tidak memiliki tempat tinggal serta fasilitas yang lengkap layaknya mereka di travina dan harus menyesuaikan diri dengan lingkungan baru tersebut,1,TEST,A,tidak memiliki tempat untuk tinggal dan menyelesaikan fasilitas seperti mereka di Travina dan harus menyesuaikan diri dengan lingkungan baru,tidak memiliki tempat untuk tinggal dan menyelesaikan fasilitas seperti mereka di travina dan harus menyesuaikan diri dengan lingkungan baru,tidak memiliki tempat untuk tinggal dan menyelesaikan fasilitas seperti mereka di trivia dan harus menyesuaikan diri dengan lingkungan baru,tidak memiliki tempat untuk tinggal dan menyelesaikan fasilitas seperti mereka di trivia dan harus menyesuaikan diri dengan lingkungan baru
TSA685,MERASA NYAMAN,0,TEST,A,Merasa nyaman,merasa nyaman,merasa nyaman,merasa nyaman
TSA686,"banyak para pengungsi menjadi sakit,mencemarkan polusi air",1,TEST,A,"Banyak pengungsi menjadi sakit, mencaci polusi air",banyak pengungsi menjadi sakit mencaci polusi air,banyak pengungsi menjadi sakit mencaci polusi air,banyak pengungsi menjadi sakit mencaci polusi air
TSA687,menyesuaikan diri dan kondisi atu sering disebut adaptasi.,1,TEST,A,Penyesuaian dan kondisi atau kondisi sering disebut adaptasi.,penyesuaian dan kondisi atau kondisi sering disebut adaptasi,penyesuaian dan kondisi atau kondisi sering sebut adaptasi,penyesuaian dan kondisi atau kondisi sering sebut adaptasi
TSA688,hidupnya tidak tenang,1,TEST,A,Hidupnya tidak tenang,hidupnya tidak tenang,hidupnya tidak tenang,hidupnya tidak tenang
TSA689,mereka akan kehilangan sebagian dari hartanya yang tak terurus,1,TEST,A,Mereka akan kehilangan sebagian dari kekayaan mereka yang terabaikan,mereka akan kehilangan sebagian dari kekayaan mereka yang terabaikan,mereka akan kehilangan sebagian dari kekayaan mereka yang terabaikan,mereka akan kehilangan sebagian dari kekayaan mereka yang terabaikan
TSA690,harus beradaptasi dengan lingkungan yang baru,1,TEST,A,Harus beradaptasi dengan lingkungan baru,harus beradaptasi dengan lingkungan baru,harus beradaptasi dengan lingkungan baru,harus beradaptasi dengan lingkungan baru
TSA691,"mereka harus memulai beradaptasi dengan lingkungannya yang baru, dan itu tidaklah mudah.",1,TEST,A,"Mereka harus mulai beradaptasi dengan lingkungan baru mereka, dan itu tidak mudah.",mereka harus mulai beradaptasi dengan lingkungan baru mereka dan itu tidak mudah,mereka harus mulai beradaptasi dengan lingkungan baru mereka dan itu tidak mudah,mereka harus mulai beradaptasi dengan lingkungan baru mereka dan itu tidak mudah
TSA692,MEREKA HARUS MENINGGALKAN LAHAN MEREKA UNTUK MENGUNGSI,1,TEST,A,Mereka harus meninggalkan tanah mereka untuk mengungsi,mereka harus meninggalkan tanah mereka untuk mengungsi,mereka harus meninggalkan tanah mereka untuk mengungsi,mereka harus meninggalkan tanah mereka untuk mengungsi
TSA693,tantangannya adalah mereka akan kelaparan dan tidak bisa lagi bekerja utk menafkahi anaknya,1,TEST,A,Tantangannya adalah mereka akan kelaparan dan tidak bisa lagi bekerja untuk mendukung anak -anak mereka,tantangannya adalah mereka akan kelaparan dan tidak bisa lagi bekerja untuk mendukung anak anak mereka,tantangannya adalah mereka akan kelaparan dan tidak bisa lagi bekerja untuk mendukung anak anak mereka,tantangannya adalah mereka akan kelaparan dan tidak bisa lagi bekerja untuk mendukung anak anak mereka
TSA694,Mereka akan kesulitan untuk memenuhi kebutuhan hidupnya di tempat yang baru karena mungkin sumber mata pencaharian mereka berada di negara asalnya.,1,TEST,A,Mereka akan merasa sulit untuk memenuhi kebutuhan mereka di tempat baru karena mungkin mata pencaharian mereka berada di negara asal mereka.,mereka akan merasa sulit untuk memenuhi kebutuhan mereka di tempat baru karena mungkin mata pencaharian mereka berada di negara asal mereka,mereka akan merasa sulit untuk memenuhi kebutuhan mereka di tempat baru karena mungkin mata pencaharian mereka berada di negara asal mereka,mereka akan merasa sulit untuk memenuhi kebutuhan mereka di tempat baru karena mungkin mata pencaharian mereka berada di negara asal mereka
TSA695,mereka mungkin tidak mendapatkan pekerjaan.,1,TEST,A,Mereka mungkin tidak mendapatkan pekerjaan.,mereka mungkin tidak mendapatkan pekerjaan,mereka mungkin tidak mendapatkan pekerjaan,mereka mungkin tidak mendapatkan pekerjaan
TSA696,Travina tidak dapat diselamatkan sehingga investasi ini hanya akan berdampak sesaat.,0,TEST,A,Travina tidak dapat diselamatkan sehingga investasi ini hanya akan memiliki dampak sesaat.,travina tidak dapat diselamatkan sehingga investasi ini hanya akan memiliki dampak sesaat,trivia tidak dapat diselamatkan sehingga investasi ini hanya akan memiliki dampak sesaat,trivia tidak dapat diselamatkan sehingga investasi ini hanya akan memiliki dampak sesaat
TSA697,tidak nyaman dan makanan terbatas,1,TEST,A,makanan yang tidak nyaman dan terbatas,makanan yang tidak nyaman dan terbatas,makanan yang tidak nyaman dan terbatas,makanan yang tidak nyaman dan terbatas
TSA698,"susahnya bersosialisasi,dan mungkin akan tidak diterima oleh warga ditempat merka pindah sekarang",1,TEST,A,"kesulitan bersosialisasi, dan mungkin itu tidak akan diterima oleh penduduk di tempat mereka pindah sekarang",kesulitan bersosialisasi dan mungkin itu tidak akan diterima oleh penduduk di tempat mereka pindah sekarang,kesulitan bersosialisasi dan mungkin itu tidak akan terima oleh penduduk di tempat mereka pindah sekarang,kesulitan bersosialisasi dan mungkin itu tidak akan terima oleh penduduk di tempat mereka pindah sekarang
TSA699,tantangannya adalah harus bersosialisasi dengan lingkungan baru,1,TEST,A,Tantangannya adalah harus bersosialisasi dengan lingkungan baru,tantangannya adalah harus bersosialisasi dengan lingkungan baru,tantangannya adalah harus bersosialisasi dengan lingkungan baru,tantangannya adalah harus bersosialisasi dengan lingkungan baru
TSA700,? BISA BETAH DI LINGKUNGAN YANG BARU,0,TEST,A,Dapat merasa betah di lingkungan baru,dapat merasa betah di lingkungan baru,dapat merasa betah di lingkungan baru,dapat merasa betah di lingkungan baru
TSA701,"mereka harus beradaptasi kembali, dan kebanyakan atau hampir semua dari warga travina akan kehilangan mata pencaharian mereka",1,TEST,A,"Mereka harus beradaptasi lagi, dan sebagian besar atau hampir semua Travina akan kehilangan mata pencaharian mereka",mereka harus beradaptasi lagi dan sebagian besar atau hampir semua travina akan kehilangan mata pencaharian mereka,mereka harus beradaptasi lagi dan sebagian besar atau hampir semua trivia akan kehilangan mata pencaharian mereka,mereka harus beradaptasi lagi dan sebagian besar atau hampir semua trivia akan kehilangan mata pencaharian mereka
TSA702,TAKUT KALAU NANTI PERMUKAAN AIR NAIK,0,TEST,A,Takut bahwa permukaan air nanti akan naik,takut bahwa permukaan air nanti akan naik,takut bahwa permukaan air nanti akan naik,takut bahwa permukaan air nanti akan naik
TSA703,mereke memikirkan sawah lahan pertaniannya. mereka harus hidup lebih baru lagi,1,TEST,A,Mereka memikirkan ladang sawah tanah pertanian. Mereka harus hidup lebih baru,mereka memikirkan ladang sawah tanah pertanian mereka harus hidup lebih baru,mereka memikirkan ladang sawah tanah pertanian mereka harus hidup lebih baru,mereka memikirkan ladang sawah tanah pertanian mereka harus hidup lebih baru
TSA704,merekaharuskesanakemariuntukmencaritempattingalyanglayak,1,TEST,A,Merkahasanakanak sekarang akan menyelaraskan tempat -tempat itu,merkahasanakanak sekarang akan menyelaraskan tempat tempat itu,merkahasanakanak sekarang akan menyelaraskan tempat tempat itu,merkahasanakanak sekarang akan menyelaraskan tempat tempat itu
TSA705,satu tantangan yang akan dihadapi para pengungsi iklim ini ketika mereka pindah ke tempat baru adalah mereka harus beradaptasi dengan lingkungan baru di sekitarnya.,1,TEST,A,Salah satu tantangan yang akan dihadapi oleh pengungsi iklim ini ketika mereka pindah ke tempat baru adalah bahwa mereka harus beradaptasi dengan lingkungan baru di sekitar mereka.,salah satu tantangan yang akan dihadapi oleh pengungsi iklim ini ketika mereka pindah ke tempat baru adalah bahwa mereka harus beradaptasi dengan lingkungan baru di sekitar mereka,salah satu tantangan yang akan diharap oleh pengungsi iklim ini ketika mereka pindah ke tempat baru adalah bahwa mereka harus beradaptasi dengan lingkungan baru di sekitar mereka,salah satu tantangan yang akan diharap oleh pengungsi iklim ini ketika mereka pindah ke tempat baru adalah bahwa mereka harus beradaptasi dengan lingkungan baru di sekitar mereka
